case_id,review_case_kind,pattern_type,economic_asset_class,instrument_id,symbol,date_range_start,date_range_end,source_bar_hash,candidate_id,anchor_date,calibration_version,parameter_set_id,parameter_hash,visualization_path,identity_material_hash,identity_status
review_b7bae06eb6c19cc171d6,DETECTED_CANDIDATE,rectangle,EQUITY,IBKR:1520593,JPM,2020-11-24,2020-12-23,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,pat_b4ef6b403209f5cec484,,wp-us-rectangle-development-v1,cal_fa2b2f348d54f8d5e3a4,fa2b2f348d54f8d5e3a4d304e8ba35e857dd702994dc37c617f3dea16d13047d,reports/pattern-review/review_b7bae06eb6c19cc171d6.svg,b7bae06eb6c19cc171d6516120941a9ea87c60b739b5df9984fa1ff42faf0693,VALID
review_bc5409decb1d483b842a,DETECTED_CANDIDATE,ascending_triangle,FIXED_INCOME,IBKR:15547841,TLT,2019-01-31,2019-02-21,a229b6091c9f4ead506256015da1ed32851f3f614c96a40a520056ec3dd233b7,pat_9fa00832ac78f574ff17,,wp-us-ascending-triangle-development-v1,cal_b85671a45db076094e37,b85671a45db076094e37ddb7ec688a59bc71f773ec491237f5780a0cf8c58422,reports/pattern-review/review_bc5409decb1d483b842a.svg,bc5409decb1d483b842abcb491a3ea9a9f8f8b194004dd10755528e3ba5b7e94,VALID
review_bdbc9e23eb853b36aa2a,DETECTED_CANDIDATE,ascending_triangle,FIXED_INCOME,IBKR:15547816,LQD,2018-12-26,2019-03-01,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,pat_bd5c1bda9d1930dbaaee,,wp-us-ascending-triangle-development-v1,cal_b85671a45db076094e37,b85671a45db076094e37ddb7ec688a59bc71f773ec491237f5780a0cf8c58422,reports/pattern-review/review_bdbc9e23eb853b36aa2a.svg,bdbc9e23eb853b36aa2a0a1f88414741dbc90689cd90648cea7162ff3dc110a6,VALID
review_bdcadbb54ec189f9b70d,DETECTED_CANDIDATE,double_bottom,FIXED_INCOME,IBKR:15547841,TLT,2018-12-26,2019-03-22,a229b6091c9f4ead506256015da1ed32851f3f614c96a40a520056ec3dd233b7,pat_fa089d896345a712a127,,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_bdcadbb54ec189f9b70d.svg,bdcadbb54ec189f9b70dfbc27fffa178c771cd1597588ad6c1ced62e0d22770a,VALID
review_bed9be26a05f869a9680,DETECTED_CANDIDATE,breakdown,FIXED_INCOME,IBKR:15547851,SHY,2021-02-25,2021-02-25,bfc92f973086d1fb2efc5ff5ee1eebbcae96eaa5b569edbfb1ae74ab3ed59c36,pat_e44f6df594df37a7ca22,,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_bed9be26a05f869a9680.svg,bed9be26a05f869a9680ebc1a1e6a66b5e36dd788b9e2cb1231ccde2df95d2ff,VALID
review_bf9ca36217e35986ab4f,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,EQUITY,IBKR:1520593,JPM,,2022-09-30,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,,2022-09-30,wp-us-double-reversal-development-v1,cal_5935687436cd34fcba41,5935687436cd34fcba41e21dbbfabdeceb0d5348e92abee0343d7de3a8d9b90f,reports/pattern-review/review_bf9ca36217e35986ab4f.svg,bf9ca36217e35986ab4f56b56e6eacc1913c934d68b434aaff7c803908546998,VALID
review_c0113f7f31c6ee49d2d6,NEGATIVE_CONTROL_NO_DETECTION,double_top,FIXED_INCOME,IBKR:15547851,SHY,,2019-09-30,bfc92f973086d1fb2efc5ff5ee1eebbcae96eaa5b569edbfb1ae74ab3ed59c36,,2019-09-30,wp-us-double-reversal-development-v1,cal_e4284f08f58675eb0a5f,e4284f08f58675eb0a5f7f318d175e1220246cdfa265906df2b2dd007b73bffd,reports/pattern-review/review_c0113f7f31c6ee49d2d6.svg,c0113f7f31c6ee49d2d6543f9d6feffa1e4f6b2d3eb0b57692b154d1c5d0f2f7,VALID
review_c03d5970ecdc1d309f31,NEGATIVE_CONTROL_NO_DETECTION,double_top,FIXED_INCOME,IBKR:25985141,AGG,,2019-09-30,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,,2019-09-30,wp-us-double-reversal-development-v1,cal_e4284f08f58675eb0a5f,e4284f08f58675eb0a5f7f318d175e1220246cdfa265906df2b2dd007b73bffd,reports/pattern-review/review_c03d5970ecdc1d309f31.svg,c03d5970ecdc1d309f31610e03a6b8deb864391ba22eb9b7387ab9c0b793e699,VALID
review_c1cb9864d69f3e991958,DETECTED_CANDIDATE,double_bottom,FIXED_INCOME,IBKR:25985141,AGG,2022-06-27,2022-08-11,34021b139326d8c048e4d41ba263914a7510dc01cf11c44827aca2affa3ddfdb,pat_92a4a55932076386b7f0,,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_c1cb9864d69f3e991958.svg,c1cb9864d69f3e991958b55275f67b3f8822f17413c0f1ed26a018081ae5ad5f,VALID
review_c26fe0684249d0d07562,DETECTED_CANDIDATE,breakdown,FIXED_INCOME,IBKR:15547841,TLT,2019-11-07,2019-11-14,a229b6091c9f4ead506256015da1ed32851f3f614c96a40a520056ec3dd233b7,pat_c4adca0123f73bbedc1a,,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_c26fe0684249d0d07562.svg,c26fe0684249d0d0756206d2ad2c9a496d31db33d9a82de03f4c60726c896715,VALID
review_c27f366dc71477729058,DETECTED_CANDIDATE,double_bottom,EQUITY,IBKR:8719,JNJ,2019-01-03,2019-07-19,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,pat_5ea27ed89e3a78dc6227,,wp-us-double-reversal-development-v1,cal_5935687436cd34fcba41,5935687436cd34fcba41e21dbbfabdeceb0d5348e92abee0343d7de3a8d9b90f,reports/pattern-review/review_c27f366dc71477729058.svg,c27f366dc71477729058e9dfcd297fcb456c4224b1bc27f6127c1e03db7c811b,VALID
review_c528160570a762e69b5c,NEGATIVE_CONTROL_NO_DETECTION,double_top,EQUITY,IBKR:265598,AAPL,,2020-03-31,39dc4404462f5e33314b83ea2dce5abb63d5a0fcb6dd05441713e7b897bffd4b,,2020-03-31,wp-us-double-reversal-development-v1,cal_c9e225163e06a8295dc2,c9e225163e06a8295dc2be5096262705ab0d8523d6c3523773c6d9cd8a22da8f,reports/pattern-review/review_c528160570a762e69b5c.svg,c528160570a762e69b5c883336fa5461198752cfc086911998b898e33f5e877b,VALID
review_c5c4d7b03f9e5e26c0fc,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,EQUITY,IBKR:320227571,QQQ,,2020-03-31,ee111b2dcb4fc20a5eca2e004b53474a7e3aee2fc41cff45b22e6afae5feb0c6,,2020-03-31,wp-us-double-reversal-development-v1,cal_5935687436cd34fcba41,5935687436cd34fcba41e21dbbfabdeceb0d5348e92abee0343d7de3a8d9b90f,reports/pattern-review/review_c5c4d7b03f9e5e26c0fc.svg,c5c4d7b03f9e5e26c0fc83fe4d34f4bcc5ba3b7ae40a1dac3027706f33fb0a1c,VALID
review_c5e08c5e1ebe91c10a55,NEGATIVE_CONTROL_NO_DETECTION,double_top,EQUITY,IBKR:9579970,IWM,,2022-09-30,87f2c8af6f37027fd24d5cfb2827f3e8ee87bbacb53e878269c11148683c3090,,2022-09-30,wp-us-double-reversal-development-v1,cal_c9e225163e06a8295dc2,c9e225163e06a8295dc2be5096262705ab0d8523d6c3523773c6d9cd8a22da8f,reports/pattern-review/review_c5e08c5e1ebe91c10a55.svg,c5e08c5e1ebe91c10a5550609f6debe5ef647eafe703b6786dfe302a39452192,VALID
review_c618c032431b3c43f66b,DETECTED_CANDIDATE,breakout,EQUITY,IBKR:1520593,JPM,2019-04-12,2019-05-30,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,pat_e30e02cba2d772e6274c,,wp-us-level-break-development-v1,cal_07b52fb1ffb813aedfd4,07b52fb1ffb813aedfd4ab5fc1cee5a50882754eef669cf0bb9d6140e62fbc04,reports/pattern-review/review_c618c032431b3c43f66b.svg,c618c032431b3c43f66bc7e07c6260ff80335d05a987a231ee612b8229b6bacc,VALID
review_caf3821d15f9b7d4e854,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,EQUITY,IBKR:9579970,IWM,,2021-09-30,87f2c8af6f37027fd24d5cfb2827f3e8ee87bbacb53e878269c11148683c3090,,2021-09-30,wp-us-double-reversal-development-v1,cal_5935687436cd34fcba41,5935687436cd34fcba41e21dbbfabdeceb0d5348e92abee0343d7de3a8d9b90f,reports/pattern-review/review_caf3821d15f9b7d4e854.svg,caf3821d15f9b7d4e854b3528d022ba84d8f33fa23717a974f44193243bdf8c9,VALID
review_cbc0d233f4a2309df66c,DETECTED_CANDIDATE,double_top,EQUITY,IBKR:8719,JNJ,2018-12-31,2020-03-20,4aa4be3cb3ad52f73f5c75093ad2f35c50e01ddc375ceb26d77a1bef76258733,pat_f41f3100f80282f19b3d,,wp-us-double-reversal-development-v1,cal_c9e225163e06a8295dc2,c9e225163e06a8295dc2be5096262705ab0d8523d6c3523773c6d9cd8a22da8f,reports/pattern-review/review_cbc0d233f4a2309df66c.svg,cbc0d233f4a2309df66c159bfda5f0358c9c82eae50d5ac152bc79e7c0b61bbe,VALID
review_cc866ceb31bc9634f3ac,NEGATIVE_CONTROL_NO_DETECTION,breakdown,FIXED_INCOME,IBKR:15547841,TLT,,2019-09-30,a229b6091c9f4ead506256015da1ed32851f3f614c96a40a520056ec3dd233b7,,2019-09-30,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_cc866ceb31bc9634f3ac.svg,cc866ceb31bc9634f3ac6c3d2b05e9a5c03e0abbcdd87250a4b13ee6923ae827,VALID
review_cf86fd63680ee41112a1,DETECTED_CANDIDATE,ascending_triangle,EQUITY,IBKR:1520593,JPM,2019-05-16,2019-06-21,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,pat_16f02be1d1725e6048da,,wp-us-ascending-triangle-development-v1,cal_b8616363e4acd36e4071,b8616363e4acd36e4071f8813d1c643406fbfd805b37a4b078eb58e04636dc1e,reports/pattern-review/review_cf86fd63680ee41112a1.svg,cf86fd63680ee41112a1d9bdb25e9b2a6d84eb5b103a6733470aa68fdaa1ed2f,VALID
review_d275bc5f25c6b94a03b6,DETECTED_CANDIDATE,breakdown,FIXED_INCOME,IBKR:15547816,LQD,2020-03-11,2020-04-09,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,pat_5c155fe73d64ef52e7d3,,wp-us-level-break-development-v1,cal_cc389e09689edfd91fa6,cc389e09689edfd91fa664e2c82f9962ebf2e4a916041fb6619bc9e7be44a650,reports/pattern-review/review_d275bc5f25c6b94a03b6.svg,d275bc5f25c6b94a03b6aaf9fd8666b014294cd5f1b1bf8a5469a81c0113a733,VALID
review_d41d99c8841ef63b19d8,DETECTED_CANDIDATE,double_top,EQUITY,IBKR:1520593,JPM,2019-01-30,2019-03-28,7b36de1a2f59c3ff6975e2492375bc797e750a4e98cb9e864b9118c34ea04e34,pat_0621d4d79bd9755e7804,,wp-us-double-reversal-development-v1,cal_c9e225163e06a8295dc2,c9e225163e06a8295dc2be5096262705ab0d8523d6c3523773c6d9cd8a22da8f,reports/pattern-review/review_d41d99c8841ef63b19d8.svg,d41d99c8841ef63b19d8e6a101f7d1f6f67c287caef441020db4d97122e23641,VALID
review_d4377f90230c017036d3,DETECTED_CANDIDATE,ascending_triangle,EQUITY,IBKR:272093,MSFT,2019-01-14,2019-01-30,026d08710b6250ee81dc6ac4ae0317a2026e9f08cd871e4cd5047d948eeb82b0,pat_63d347b00e324a356bbf,,wp-us-ascending-triangle-development-v1,cal_b8616363e4acd36e4071,b8616363e4acd36e4071f8813d1c643406fbfd805b37a4b078eb58e04636dc1e,reports/pattern-review/review_d4377f90230c017036d3.svg,d4377f90230c017036d354abd819a95cbc419d0e9f1e2195ffba7c9016e7a827,VALID
review_d75e491fcb6e77a9d74f,DETECTED_CANDIDATE,rectangle,EQUITY,IBKR:320227571,QQQ,2019-08-13,2019-09-05,ee111b2dcb4fc20a5eca2e004b53474a7e3aee2fc41cff45b22e6afae5feb0c6,pat_87f916a8432b6a6c9213,,wp-us-rectangle-development-v1,cal_fa2b2f348d54f8d5e3a4,fa2b2f348d54f8d5e3a4d304e8ba35e857dd702994dc37c617f3dea16d13047d,reports/pattern-review/review_d75e491fcb6e77a9d74f.svg,d75e491fcb6e77a9d74fed15d4c820866d3873323d53bde1d89b239e019a235e,VALID
review_d8cab0cd0dbbb35263a6,NEGATIVE_CONTROL_NO_DETECTION,rectangle,EQUITY,IBKR:9579970,IWM,,2019-09-30,87f2c8af6f37027fd24d5cfb2827f3e8ee87bbacb53e878269c11148683c3090,,2019-09-30,wp-us-rectangle-development-v1,cal_fa2b2f348d54f8d5e3a4,fa2b2f348d54f8d5e3a4d304e8ba35e857dd702994dc37c617f3dea16d13047d,reports/pattern-review/review_d8cab0cd0dbbb35263a6.svg,d8cab0cd0dbbb35263a6496ab3291bca580def59b19cda96b744eee8485bce12,VALID
review_dc5beb3e760fb1d74eef,NEGATIVE_CONTROL_NO_DETECTION,double_bottom,FIXED_INCOME,IBKR:15547816,LQD,,2019-09-30,23a3c496b6730bdf16647f28aeb4452e5de3f814dd710a53bd5ded504fc05796,,2019-09-30,wp-us-double-reversal-development-v1,cal_e3b5eabaa54e21136c81,e3b5eabaa54e21136c812bef073e7fc041b0dafd6153b292ca61b43912514aee,reports/pattern-review/review_dc5beb3e760fb1d74eef.svg,dc5beb3e760fb1d74eefaeacab83b1c74743dd92e771e518e3638b1741630293,VALID
